,date,Year,Month,Advertiser,Product,Brand,연령대,광고횟수,시청자수,GRP,도달자수,도달율 1+,도달율 3+,도달율 5+,도달율 7+,도달율 9+
0,2016-1,2016,1,BMW코리아,BMW미니클럽맨,BMW,20대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,2016-1,2016,1,BMW코리아,BMW미니클럽맨,BMW,30대,1,21000,0.5,21000,0.5,0.0,0.0,0.0,0.0
2,2016-1,2016,1,BMW코리아,BMW미니클럽맨,BMW,40대,1,23840,0.6,23840,0.6,0.0,0.0,0.0,0.0
3,2016-1,2016,1,BMW코리아,BMW미니클럽맨,BMW,50대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
4,2016-1,2016,1,BMW코리아,BMW미니클럽맨,BMW,60대,1,5638,0.2,5638,0.2,0.0,0.0,0.0,0.0
5,2016-1,2016,1,BMW코리아,BMW미니클럽맨,BMW,개인,1,56724,0.3,56724,0.3,0.0,0.0,0.0,0.0
6,2016-1,2016,1,BMW코리아,BMW코리아7시리즈,BMW,20대,364,2024453,58.5,1003038,29.0,5.2,2.7,1.1,0.8
7,2016-1,2016,1,BMW코리아,BMW코리아7시리즈,BMW,30대,364,3213673,77.5,1332802,32.1,9.0,3.7,1.6,1.3
8,2016-1,2016,1,BMW코리아,BMW코리아7시리즈,BMW,40대,364,6414561,155.6,2163248,52.5,20.0,10.1,5.2,3.0
9,2016-1,2016,1,BMW코리아,BMW코리아7시리즈,BMW,50대,364,7603081,244.5,1805737,58.1,29.9,16.4,11.5,6.7
10,2016-1,2016,1,BMW코리아,BMW코리아7시리즈,BMW,60대,364,7335327,233.5,1894436,60.3,29.3,17.2,10.2,6.9
11,2016-1,2016,1,BMW코리아,BMW코리아7시리즈,BMW,개인,364,29604073,131.3,9739713,43.2,15.8,8.2,4.6,2.9
12,2016-1,2016,1,FMK,FMK마세라티기블리,마세라티,20대,62,1151593,33.3,737217,21.3,3.6,0.5,0.0,0.0
13,2016-1,2016,1,FMK,FMK마세라티기블리,마세라티,30대,62,2084309,50.3,1027670,24.8,6.6,1.4,0.4,0.3
14,2016-1,2016,1,FMK,FMK마세라티기블리,마세라티,40대,62,2517922,61.1,1276632,31.0,7.4,1.8,0.5,0.1
15,2016-1,2016,1,FMK,FMK마세라티기블리,마세라티,50대,62,1696195,54.6,868563,27.9,7.5,1.5,0.6,0.1
16,2016-1,2016,1,FMK,FMK마세라티기블리,마세라티,60대,62,794110,25.3,514956,16.4,2.1,0.1,0.0,0.0
17,2016-1,2016,1,FMK,FMK마세라티기블리,마세라티,개인,62,9756898,43.3,5272707,23.4,5.2,1.1,0.3,0.1
18,2016-1,2016,1,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,20대,125,85369,2.5,82563,2.4,0.0,0.0,0.0,0.0
19,2016-1,2016,1,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,30대,125,149637,3.6,97983,2.4,0.4,0.1,0.1,0.0
20,2016-1,2016,1,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,40대,125,156654,3.8,110227,2.7,0.3,0.0,0.0,0.0
21,2016-1,2016,1,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,50대,125,302097,9.7,241425,7.8,0.4,0.0,0.0,0.0
22,2016-1,2016,1,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,60대,125,614149,19.5,385657,12.3,1.0,0.3,0.3,0.1
23,2016-1,2016,1,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,개인,125,1374568,6.1,976095,4.3,0.3,0.1,0.1,0.0
24,2016-1,2016,1,아우디코리아,아우디코리아아우디,아우디,20대,1174,2692440,77.8,1137275,32.8,9.8,3.4,1.8,0.7
25,2016-1,2016,1,아우디코리아,아우디코리아아우디,아우디,30대,1174,4725012,113.9,1568118,37.8,14.5,7.4,5.1,1.5
26,2016-1,2016,1,아우디코리아,아우디코리아아우디,아우디,40대,1174,7571276,183.7,1926973,46.7,24.0,13.2,8.0,4.5
27,2016-1,2016,1,아우디코리아,아우디코리아아우디,아우디,50대,1174,4599722,147.9,1481243,47.6,20.7,9.8,4.8,1.4
28,2016-1,2016,1,아우디코리아,아우디코리아아우디,아우디,60대,1174,3059351,97.4,1116850,35.5,13.7,5.3,3.3,1.4
29,2016-1,2016,1,아우디코리아,아우디코리아아우디,아우디,개인,1174,27120529,120.3,8695313,38.6,15.9,7.7,4.4,2.0
30,2016-1,2016,1,재규어랜드로버코리아,재규어XF,재규어,20대,1,32537,0.9,32537,0.9,0.0,0.0,0.0,0.0
31,2016-1,2016,1,재규어랜드로버코리아,재규어XF,재규어,30대,1,2977,0.1,2977,0.1,0.0,0.0,0.0,0.0
32,2016-1,2016,1,재규어랜드로버코리아,재규어XF,재규어,40대,1,67632,1.6,67632,1.6,0.0,0.0,0.0,0.0
33,2016-1,2016,1,재규어랜드로버코리아,재규어XF,재규어,50대,1,33934,1.1,33934,1.1,0.0,0.0,0.0,0.0
34,2016-1,2016,1,재규어랜드로버코리아,재규어XF,재규어,60대,1,92327,2.9,92327,2.9,0.0,0.0,0.0,0.0
35,2016-1,2016,1,재규어랜드로버코리아,재규어XF,재규어,개인,1,287377,1.3,287377,1.3,0.0,0.0,0.0,0.0
36,2016-1,2016,1,재규어랜드로버코리아,재규어XJ,재규어,20대,153,3406068,98.4,1239776,35.8,12.6,4.1,3.0,2.8
37,2016-1,2016,1,재규어랜드로버코리아,재규어XJ,재규어,30대,153,5758061,138.9,1744193,42.1,17.7,8.2,5.9,3.6
38,2016-1,2016,1,재규어랜드로버코리아,재규어XJ,재규어,40대,153,12948576,314.1,2776259,67.3,39.8,23.7,13.9,9.7
39,2016-1,2016,1,재규어랜드로버코리아,재규어XJ,재규어,50대,153,12012781,386.3,2372895,76.3,45.0,28.9,18.8,14.2
40,2016-1,2016,1,재규어랜드로버코리아,재규어XJ,재규어,60대,153,13342147,424.7,2189045,69.7,45.7,29.8,22.3,16.3
41,2016-1,2016,1,재규어랜드로버코리아,재규어XJ,재규어,개인,153,52811916,234.2,12311980,54.6,28.0,15.9,10.6,7.5
42,2016-1,2016,1,포드세일즈서비스코리아,포드링컨MKZ,링컨,20대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
43,2016-1,2016,1,포드세일즈서비스코리아,포드링컨MKZ,링컨,30대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
44,2016-1,2016,1,포드세일즈서비스코리아,포드링컨MKZ,링컨,40대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
45,2016-1,2016,1,포드세일즈서비스코리아,포드링컨MKZ,링컨,50대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
46,2016-1,2016,1,포드세일즈서비스코리아,포드링컨MKZ,링컨,60대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
47,2016-1,2016,1,포드세일즈서비스코리아,포드링컨MKZ,링컨,개인,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
48,2016-1,2016,1,포드세일즈서비스코리아,포드몬데오,포드,20대,294,1935827,55.9,1068592,30.9,5.6,1.5,0.3,0.3
49,2016-1,2016,1,포드세일즈서비스코리아,포드몬데오,포드,30대,294,3103176,74.8,1310018,31.6,10.4,3.3,0.8,0.7
50,2016-1,2016,1,포드세일즈서비스코리아,포드몬데오,포드,40대,294,5405097,131.1,2373980,57.6,20.7,4.9,0.8,0.3
51,2016-1,2016,1,포드세일즈서비스코리아,포드몬데오,포드,50대,294,4620167,148.6,1965151,63.2,23.0,5.4,1.8,0.4
52,2016-1,2016,1,포드세일즈서비스코리아,포드몬데오,포드,60대,294,5252615,167.2,2014518,64.1,25.3,9.4,2.8,0.9
53,2016-1,2016,1,포드세일즈서비스코리아,포드몬데오,포드,개인,294,23104675,102.5,10266593,45.5,14.8,4.1,1.1,0.4
54,2016-1,2016,1,포드세일즈서비스코리아,포드쿠가,포드,20대,1026,7294800,210.7,2029089,58.6,28.7,13.4,8.7,5.7
55,2016-1,2016,1,포드세일즈서비스코리아,포드쿠가,포드,30대,1026,12110197,292.0,2444388,58.9,35.7,24.1,15.6,9.6
56,2016-1,2016,1,포드세일즈서비스코리아,포드쿠가,포드,40대,1026,22937538,556.4,3316322,80.4,62.5,47.9,32.1,22.7
57,2016-1,2016,1,포드세일즈서비스코리아,포드쿠가,포드,50대,1026,18558199,596.9,2645277,85.1,69.3,52.2,38.0,25.5
58,2016-1,2016,1,포드세일즈서비스코리아,포드쿠가,포드,60대,1026,15510849,493.7,2598375,82.7,61.2,43.7,29.3,19.4
59,2016-1,2016,1,포드세일즈서비스코리아,포드쿠가,포드,개인,1026,87983808,390.2,15692476,69.6,47.7,32.2,21.5,14.2
60,2016-1,2016,1,포드세일즈서비스코리아,포드포커스,포드,20대,249,1489795,43.0,1010394,29.2,3.9,0.2,0.0,0.0
61,2016-1,2016,1,포드세일즈서비스코리아,포드포커스,포드,30대,249,2871009,69.2,1433541,34.6,8.3,1.8,0.6,0.5
62,2016-1,2016,1,포드세일즈서비스코리아,포드포커스,포드,40대,249,5246914,127.3,2300063,55.8,18.3,5.0,1.3,0.5
63,2016-1,2016,1,포드세일즈서비스코리아,포드포커스,포드,50대,249,3730296,120.0,1790509,57.6,16.9,3.5,1.3,0.3
64,2016-1,2016,1,포드세일즈서비스코리아,포드포커스,포드,60대,249,3430659,109.2,1721343,54.8,15.5,2.5,0.6,0.0
65,2016-1,2016,1,포드세일즈서비스코리아,포드포커스,포드,개인,249,19269919,85.5,9697657,43.0,10.8,2.4,0.7,0.2
66,2016-1,2016,1,한국닛산,닛산인피니티Q50,인피니티,20대,135,283245,8.2,263993,7.6,0.0,0.0,0.0,0.0
67,2016-1,2016,1,한국닛산,닛산인피니티Q50,인피니티,30대,135,690728,16.7,492573,11.9,1.0,0.1,0.0,0.0
68,2016-1,2016,1,한국닛산,닛산인피니티Q50,인피니티,40대,135,1286490,31.2,908691,22.0,2.8,0.4,0.0,0.0
69,2016-1,2016,1,한국닛산,닛산인피니티Q50,인피니티,50대,135,639132,20.6,467870,15.0,1.1,0.0,0.0,0.0
70,2016-1,2016,1,한국닛산,닛산인피니티Q50,인피니티,60대,135,344865,11.0,257729,8.2,0.5,0.0,0.0,0.0
71,2016-1,2016,1,한국닛산,닛산인피니티Q50,인피니티,개인,135,4021109,17.8,2904935,12.9,1.2,0.1,0.0,0.0
72,2016-1,2016,1,한국토요타자동차,한국토요타RAV4,토요타,20대,241,221508,6.4,211759,6.1,0.0,0.0,0.0,0.0
73,2016-1,2016,1,한국토요타자동차,한국토요타RAV4,토요타,30대,241,464309,11.2,288234,7.0,0.7,0.4,0.1,0.1
74,2016-1,2016,1,한국토요타자동차,한국토요타RAV4,토요타,40대,241,699971,17.0,486717,11.8,1.2,0.0,0.0,0.0
75,2016-1,2016,1,한국토요타자동차,한국토요타RAV4,토요타,50대,241,1550620,49.9,796565,25.6,6.2,1.6,0.7,0.1
76,2016-1,2016,1,한국토요타자동차,한국토요타RAV4,토요타,60대,241,2617016,83.3,1231464,39.2,10.8,3.9,0.6,0.1
77,2016-1,2016,1,한국토요타자동차,한국토요타RAV4,토요타,개인,241,5726891,25.4,3181555,14.1,2.7,0.8,0.2,0.0
78,2016-1,2016,1,한국토요타자동차,한국토요타렉서스NX,렉서스,20대,1022,1250795,36.1,807510,23.3,3.6,0.1,0.0,0.0
79,2016-1,2016,1,한국토요타자동차,한국토요타렉서스NX,렉서스,30대,1022,2317342,55.9,1076559,26.0,7.8,2.0,1.1,0.2
80,2016-1,2016,1,한국토요타자동차,한국토요타렉서스NX,렉서스,40대,1022,4591139,111.4,1785847,43.3,14.0,5.1,2.8,1.6
81,2016-1,2016,1,한국토요타자동차,한국토요타렉서스NX,렉서스,50대,1022,4081126,131.3,1553580,50.0,17.1,7.1,3.9,1.7
82,2016-1,2016,1,한국토요타자동차,한국토요타렉서스NX,렉서스,60대,1022,2988643,95.1,1335167,42.5,11.7,3.8,2.4,1.2
83,2016-1,2016,1,한국토요타자동차,한국토요타렉서스NX,렉서스,개인,1022,16906816,75.0,7516308,33.3,9.3,2.9,1.6,0.7
84,2016-1,2016,1,한국토요타자동차,한국토요타캠리,토요타,20대,108,1697,0.0,1697,0.0,0.0,0.0,0.0,0.0
85,2016-1,2016,1,한국토요타자동차,한국토요타캠리,토요타,30대,108,13390,0.3,12080,0.3,0.0,0.0,0.0,0.0
86,2016-1,2016,1,한국토요타자동차,한국토요타캠리,토요타,40대,108,7358,0.2,7358,0.2,0.0,0.0,0.0,0.0
87,2016-1,2016,1,한국토요타자동차,한국토요타캠리,토요타,50대,108,7988,0.3,4747,0.2,0.0,0.0,0.0,0.0
88,2016-1,2016,1,한국토요타자동차,한국토요타캠리,토요타,60대,108,20642,0.7,6672,0.2,0.1,0.0,0.0,0.0
89,2016-1,2016,1,한국토요타자동차,한국토요타캠리,토요타,개인,108,53677,0.2,34771,0.2,0.0,0.0,0.0,0.0
90,2016-1,2016,1,한국토요타자동차,한국토요타프리우스,토요타,20대,337,757801,21.9,473463,13.7,2.1,0.4,0.0,0.0
91,2016-1,2016,1,한국토요타자동차,한국토요타프리우스,토요타,30대,337,1469191,35.4,718820,17.3,4.7,1.7,0.6,0.2
92,2016-1,2016,1,한국토요타자동차,한국토요타프리우스,토요타,40대,337,2838189,68.8,1263967,30.7,9.0,3.4,1.6,0.9
93,2016-1,2016,1,한국토요타자동차,한국토요타프리우스,토요타,50대,337,3871706,124.5,1372134,44.1,17.1,8.2,3.3,1.6
94,2016-1,2016,1,한국토요타자동차,한국토요타프리우스,토요타,60대,337,4902412,156.0,1476448,47.0,21.8,11.7,6.1,3.6
95,2016-1,2016,1,한국토요타자동차,한국토요타프리우스,토요타,개인,337,15135827,67.1,6050603,26.8,9.0,3.8,1.7,0.9
96,2016-1,2016,1,한불모터스,한불모터스푸조2008,푸조,20대,80,273410,7.9,253348,7.3,0.0,0.0,0.0,0.0
97,2016-1,2016,1,한불모터스,한불모터스푸조2008,푸조,30대,80,621988,15.0,440452,10.6,0.8,0.1,0.0,0.0
98,2016-1,2016,1,한불모터스,한불모터스푸조2008,푸조,40대,80,1350504,32.8,859734,20.9,2.4,0.5,0.3,0.1
99,2016-1,2016,1,한불모터스,한불모터스푸조2008,푸조,50대,80,1316908,42.4,829878,26.7,3.2,0.5,0.1,0.0
100,2016-1,2016,1,한불모터스,한불모터스푸조2008,푸조,60대,80,1043866,33.2,701241,22.3,2.3,0.2,0.0,0.0
101,2016-1,2016,1,한불모터스,한불모터스푸조2008,푸조,개인,80,5206350,23.1,3541027,15.7,1.4,0.2,0.1,0.0
102,2016-1,2016,1,한불모터스,한불모터스푸조3008,푸조,20대,71,212021,6.1,195537,5.6,0.0,0.0,0.0,0.0
103,2016-1,2016,1,한불모터스,한불모터스푸조3008,푸조,30대,71,368882,8.9,256490,6.2,0.8,0.0,0.0,0.0
104,2016-1,2016,1,한불모터스,한불모터스푸조3008,푸조,40대,71,925423,22.4,654426,15.9,1.1,0.3,0.0,0.0
105,2016-1,2016,1,한불모터스,한불모터스푸조3008,푸조,50대,71,810729,26.1,528867,17.0,2.2,0.5,0.0,0.0
106,2016-1,2016,1,한불모터스,한불모터스푸조3008,푸조,60대,71,1140335,36.3,729108,23.2,2.5,0.2,0.0,0.0
107,2016-1,2016,1,한불모터스,한불모터스푸조3008,푸조,개인,71,3624500,16.1,2482847,11.0,1.1,0.2,0.0,0.0
108,2016-1,2016,1,한불모터스,한불모터스푸조508,푸조,20대,151,140852,4.1,129490,3.7,0.0,0.0,0.0,0.0
109,2016-1,2016,1,한불모터스,한불모터스푸조508,푸조,30대,151,491870,11.9,294872,7.1,0.6,0.3,0.2,0.2
110,2016-1,2016,1,한불모터스,한불모터스푸조508,푸조,40대,151,1653128,40.1,536935,13.0,4.4,2.7,2.0,1.6
111,2016-1,2016,1,한불모터스,한불모터스푸조508,푸조,50대,151,2049284,65.9,963367,31.0,6.1,3.3,2.1,1.2
112,2016-1,2016,1,한불모터스,한불모터스푸조508,푸조,60대,151,2454409,78.1,1021794,32.5,9.6,3.9,2.0,1.0
113,2016-1,2016,1,한불모터스,한불모터스푸조508,푸조,개인,151,6974955,30.9,3099239,13.7,3.1,1.6,1.0,0.6
114,2016-1,2016,1,한불모터스,한불푸조308,푸조,20대,38,10561,0.3,10560,0.3,0.0,0.0,0.0,0.0
115,2016-1,2016,1,한불모터스,한불푸조308,푸조,30대,38,114558,2.8,87495,2.1,0.1,0.1,0.0,0.0
116,2016-1,2016,1,한불모터스,한불푸조308,푸조,40대,38,133458,3.2,98712,2.4,0.2,0.0,0.0,0.0
117,2016-1,2016,1,한불모터스,한불푸조308,푸조,50대,38,346841,11.2,236967,7.6,1.1,0.1,0.0,0.0
118,2016-1,2016,1,한불모터스,한불푸조308,푸조,60대,38,348682,11.1,234866,7.5,1.1,0.2,0.0,0.0
119,2016-1,2016,1,한불모터스,한불푸조308,푸조,개인,38,1006225,4.5,720546,3.2,0.4,0.1,0.0,0.0
504,2016-2,2016,2,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,20대,145,52022,1.5,49941,1.4,0.0,0.0,0.0,0.0
505,2016-2,2016,2,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,30대,145,109172,2.6,61586,1.5,0.2,0.1,0.1,0.1
506,2016-2,2016,2,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,40대,145,250841,6.1,155506,3.8,0.6,0.0,0.0,0.0
507,2016-2,2016,2,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,50대,145,431244,13.9,303012,9.7,1.0,0.0,0.0,0.0
508,2016-2,2016,2,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,60대,145,512788,16.3,278087,8.9,1.4,0.4,0.2,0.0
509,2016-2,2016,2,메르세데스벤츠코리아,메르세데스벤츠,메르세데스벤츠,개인,145,1403473,6.2,883998,3.9,0.5,0.1,0.0,0.0
510,2016-2,2016,2,아우디코리아,아우디A3스포트백,아우디,20대,231,716598,20.7,448998,13.0,1.8,0.3,0.0,0.0
511,2016-2,2016,2,아우디코리아,아우디A3스포트백,아우디,30대,231,1455256,35.1,773729,18.7,4.2,0.7,0.0,0.0
512,2016-2,2016,2,아우디코리아,아우디A3스포트백,아우디,40대,231,2611677,63.3,1237913,30.0,6.8,2.4,1.0,0.5
513,2016-2,2016,2,아우디코리아,아우디A3스포트백,아우디,50대,231,1699389,54.7,864615,27.8,6.8,3.2,0.4,0.1
514,2016-2,2016,2,아우디코리아,아우디A3스포트백,아우디,60대,231,727545,23.2,415628,13.2,2.6,1.0,0.0,0.0
515,2016-2,2016,2,아우디코리아,아우디A3스포트백,아우디,개인,231,8868484,39.3,4523591,20.1,4.6,1.5,0.4,0.1
516,2016-2,2016,2,아우디코리아,아우디코리아아우디,아우디,20대,460,1032655,29.8,567374,16.4,2.3,0.9,0.5,0.4
517,2016-2,2016,2,아우디코리아,아우디코리아아우디,아우디,30대,460,2602519,62.8,926312,22.3,6.8,2.6,2.2,1.4
518,2016-2,2016,2,아우디코리아,아우디코리아아우디,아우디,40대,460,3815656,92.6,1416859,34.4,12.3,4.4,2.3,1.1
519,2016-2,2016,2,아우디코리아,아우디코리아아우디,아우디,50대,460,2423441,77.9,992547,31.9,9.1,4.1,1.8,1.1
520,2016-2,2016,2,아우디코리아,아우디코리아아우디,아우디,60대,460,1370068,43.6,706715,22.5,4.0,1.7,0.4,0.2
521,2016-2,2016,2,아우디코리아,아우디코리아아우디,아우디,개인,460,13029588,57.8,5475645,24.3,6.7,2.5,1.3,0.7
522,2016-2,2016,2,재규어랜드로버코리아,재규어XF,재규어,20대,403,4179121,120.7,1446646,41.8,14.0,8.2,5.1,2.1
523,2016-2,2016,2,재규어랜드로버코리아,재규어XF,재규어,30대,403,7215467,174.0,2032592,49.0,24.6,11.4,6.8,3.3
524,2016-2,2016,2,재규어랜드로버코리아,재규어XF,재규어,40대,403,15219092,369.2,2975718,72.2,44.1,27.2,18.7,13.1
525,2016-2,2016,2,재규어랜드로버코리아,재규어XF,재규어,50대,403,15362843,494.1,2436303,78.4,55.6,39.7,25.8,19.3
526,2016-2,2016,2,재규어랜드로버코리아,재규어XF,재규어,60대,403,14703285,468.0,2321406,73.9,50.9,34.5,25.2,17.9
527,2016-2,2016,2,재규어랜드로버코리아,재규어XF,재규어,개인,403,62738919,278.2,13492839,59.8,33.3,20.3,13.3,8.8
528,2016-2,2016,2,포드세일즈서비스코리아,포드몬데오,포드,20대,237,1226029,35.4,784004,22.6,2.6,0.4,0.0,0.0
529,2016-2,2016,2,포드세일즈서비스코리아,포드몬데오,포드,30대,237,2475989,59.7,1369014,33.0,6.2,1.3,0.5,0.0
530,2016-2,2016,2,포드세일즈서비스코리아,포드몬데오,포드,40대,237,5176738,125.6,2388819,57.9,18.0,5.2,1.5,0.4
531,2016-2,2016,2,포드세일즈서비스코리아,포드몬데오,포드,50대,237,3948714,127.0,1821611,58.6,16.3,5.2,1.3,0.2
532,2016-2,2016,2,포드세일즈서비스코리아,포드몬데오,포드,60대,237,2905977,92.5,1324846,42.2,12.4,3.5,0.9,0.0
533,2016-2,2016,2,포드세일즈서비스코리아,포드몬데오,포드,개인,237,18047547,80.0,9077957,40.3,9.8,2.6,0.7,0.1
534,2016-2,2016,2,포드세일즈서비스코리아,포드쿠가,포드,20대,1235,6804336,196.5,1925930,55.6,27.1,16.3,7.9,3.6
535,2016-2,2016,2,포드세일즈서비스코리아,포드쿠가,포드,30대,1235,10741285,259.0,2448427,59.0,32.7,21.7,13.0,7.7
536,2016-2,2016,2,포드세일즈서비스코리아,포드쿠가,포드,40대,1235,19551576,474.3,3337729,81.0,57.5,40.9,28.2,17.8
537,2016-2,2016,2,포드세일즈서비스코리아,포드쿠가,포드,50대,1235,15593971,501.5,2584606,83.1,65.2,44.0,28.8,19.5
538,2016-2,2016,2,포드세일즈서비스코리아,포드쿠가,포드,60대,1235,14096966,448.7,2528456,80.5,57.8,37.8,25.1,16.6
539,2016-2,2016,2,포드세일즈서비스코리아,포드쿠가,포드,개인,1235,77043040,341.6,15433129,68.4,44.3,29.0,18.2,11.0
540,2016-2,2016,2,포드세일즈서비스코리아,포드포커스,포드,20대,251,1895604,54.7,1138800,32.9,5.9,0.4,0.0,0.0
541,2016-2,2016,2,포드세일즈서비스코리아,포드포커스,포드,30대,251,3367874,81.2,1670042,40.3,9.3,1.8,0.0,0.0
542,2016-2,2016,2,포드세일즈서비스코리아,포드포커스,포드,40대,251,6179227,149.9,2364398,57.4,22.7,8.3,1.9,0.5
543,2016-2,2016,2,포드세일즈서비스코리아,포드포커스,포드,50대,251,4493567,144.5,1963320,63.1,21.8,6.2,1.2,0.2
544,2016-2,2016,2,포드세일즈서비스코리아,포드포커스,포드,60대,251,3751569,119.4,1721433,54.8,16.9,4.4,0.9,0.3
545,2016-2,2016,2,포드세일즈서비스코리아,포드포커스,포드,개인,251,22788475,101.1,10580817,46.9,13.6,3.7,0.8,0.2
546,2016-2,2016,2,한국닛산,닛산인피니티Q50,인피니티,20대,357,1062215,30.7,580872,16.8,3.7,0.9,0.5,0.0
547,2016-2,2016,2,한국닛산,닛산인피니티Q50,인피니티,30대,357,2247142,54.2,997048,24.0,7.0,2.7,1.9,0.5
548,2016-2,2016,2,한국닛산,닛산인피니티Q50,인피니티,40대,357,3641740,88.3,1433808,34.8,13.4,4.9,1.5,0.7
549,2016-2,2016,2,한국닛산,닛산인피니티Q50,인피니티,50대,357,2193851,70.6,1061382,34.1,8.1,2.2,1.2,1.0
550,2016-2,2016,2,한국닛산,닛산인피니티Q50,인피니티,60대,357,1026916,32.7,643828,20.5,2.6,0.8,0.3,0.0
551,2016-2,2016,2,한국닛산,닛산인피니티Q50,인피니티,개인,357,12476895,55.3,5826550,25.8,7.1,2.4,1.0,0.4
552,2016-2,2016,2,한국토요타자동차,한국토요타RAV4,토요타,20대,338,595051,17.2,423019,12.2,1.2,0.0,0.0,0.0
553,2016-2,2016,2,한국토요타자동차,한국토요타RAV4,토요타,30대,338,879372,21.2,524630,12.7,1.3,0.8,0.2,0.2
554,2016-2,2016,2,한국토요타자동차,한국토요타RAV4,토요타,40대,338,2094165,50.8,886533,21.5,6.3,3.2,1.8,0.4
555,2016-2,2016,2,한국토요타자동차,한국토요타RAV4,토요타,50대,338,3664521,117.9,1232374,39.6,16.9,7.4,3.7,1.5
556,2016-2,2016,2,한국토요타자동차,한국토요타RAV4,토요타,60대,338,6113736,194.6,1635336,52.1,25.1,15.2,7.7,6.1
557,2016-2,2016,2,한국토요타자동차,한국토요타RAV4,토요타,개인,338,13903775,61.7,5071438,22.5,7.5,3.9,2.0,1.2
558,2016-2,2016,2,한국토요타자동차,한국토요타렉서스NX,렉서스,20대,498,569914,16.5,411900,11.9,0.9,0.2,0.2,0.2
559,2016-2,2016,2,한국토요타자동차,한국토요타렉서스NX,렉서스,30대,498,857845,20.7,540689,13.0,1.3,0.6,0.5,0.0
560,2016-2,2016,2,한국토요타자동차,한국토요타렉서스NX,렉서스,40대,498,1441420,35.0,900147,21.8,3.4,0.2,0.0,0.0
561,2016-2,2016,2,한국토요타자동차,한국토요타렉서스NX,렉서스,50대,498,1594382,51.3,892512,28.7,4.3,1.8,0.6,0.4
562,2016-2,2016,2,한국토요타자동차,한국토요타렉서스NX,렉서스,60대,498,1647196,52.4,738351,23.5,6.3,2.0,0.8,0.4
563,2016-2,2016,2,한국토요타자동차,한국토요타렉서스NX,렉서스,개인,498,6759462,30.0,3976867,17.6,2.5,0.7,0.3,0.1
564,2016-2,2016,2,한국토요타자동차,한국토요타렉서스RX,렉서스,20대,303,1252499,36.2,718445,20.7,4.2,0.6,0.0,0.0
565,2016-2,2016,2,한국토요타자동차,한국토요타렉서스RX,렉서스,30대,303,2338614,56.4,1222177,29.5,6.6,1.3,0.7,0.1
566,2016-2,2016,2,한국토요타자동차,한국토요타렉서스RX,렉서스,40대,303,4666116,113.2,1975717,47.9,15.9,5.4,2.0,0.4
567,2016-2,2016,2,한국토요타자동차,한국토요타렉서스RX,렉서스,50대,303,3896198,125.3,1549837,49.8,18.3,7.7,1.8,0.8
568,2016-2,2016,2,한국토요타자동차,한국토요타렉서스RX,렉서스,60대,303,3787453,120.6,1369438,43.6,14.6,8.0,3.8,1.8
569,2016-2,2016,2,한국토요타자동차,한국토요타렉서스RX,렉서스,개인,303,17848019,79.1,7929537,35.2,10.2,3.8,1.3,0.5
570,2016-2,2016,2,한국토요타자동차,한국토요타프리우스,토요타,20대,80,521048,15.0,354967,10.3,1.0,0.1,0.0,0.0
571,2016-2,2016,2,한국토요타자동차,한국토요타프리우스,토요타,30대,80,871256,21.0,539533,13.0,1.7,0.4,0.0,0.0
572,2016-2,2016,2,한국토요타자동차,한국토요타프리우스,토요타,40대,80,1841805,44.7,975414,23.7,5.7,1.2,0.6,0.1
573,2016-2,2016,2,한국토요타자동차,한국토요타프리우스,토요타,50대,80,1377542,44.3,695746,22.4,5.2,1.4,0.4,0.1
574,2016-2,2016,2,한국토요타자동차,한국토요타프리우스,토요타,60대,80,840692,26.8,480945,15.3,2.8,1.0,0.2,0.0
575,2016-2,2016,2,한국토요타자동차,한국토요타프리우스,토요타,개인,80,6171745,27.4,3547059,15.7,2.7,0.7,0.3,0.0
576,2016-2,2016,2,한불모터스,한불모터스푸조2008,푸조,20대,130,1628633,47.0,846233,24.4,4.6,1.4,1.1,0.0
577,2016-2,2016,2,한불모터스,한불모터스푸조2008,푸조,30대,130,3047088,73.5,1417115,34.2,10.4,2.8,0.8,0.2
578,2016-2,2016,2,한불모터스,한불모터스푸조2008,푸조,40대,130,7976500,193.5,2516501,61.0,26.6,12.8,6.7,3.6
